time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-09-15T06:51:48.660Z,-21.9172,179.5767,640.49,4.4,mb,,112,4.391,0.74,us,us2000an4v,2017-09-15T07:10:45.040Z,"227km SW of Ndoi Island, Fiji",earthquake,7,9.2,0.082,43,reviewed,us,us
2017-09-15T06:46:46.745Z,60.0014,-139.7132,0,1.4,ml,,,,0.52,ak,ak16828584,2017-09-19T01:05:11.352Z,"50km N of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2017-09-15T06:35:08.998Z,37.7839,-114.3134,2,0.9,ml,9,83.41,0.216,0.2452,nn,nn00605275,2017-09-16T02:35:37.206Z,"20km SE of Pioche, Nevada",earthquake,,6.6,0.26,3,reviewed,nn,nn
2017-09-15T06:22:08.287Z,60.1063,-153.4449,153.1,2.8,ml,,,,0.51,ak,ak16828563,2017-09-19T01:05:10.439Z,"57km SW of Redoubt Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-09-15T06:22:06.893Z,60.1326,-153.2519,152.7,2.5,ml,,,,0.28,ak,ak16828570,2017-09-15T06:28:59.450Z,"48km SW of Redoubt Volcano, Alaska",earthquake,,1.7,,,automatic,ak,ak
2017-09-15T06:19:29.610Z,37.4121667,-121.8143333,-0.14,2.6,md,117,29,0.03759,0.17,nc,nc72892551,2017-09-16T05:06:50.532Z,"3km N of East Foothills, California",earthquake,0.12,0.44,0.172,81,reviewed,nc,nc
2017-09-15T06:16:55.214Z,58.2016,-155.3033,2.3,0.6,ml,,,,0.31,ak,ak16852899,2017-09-19T01:05:10.012Z,"96km SE of King Salmon, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-09-15T06:15:05.876Z,65.3729,-150.0321,4.6,1.2,ml,,,,0.52,ak,ak16828560,2017-09-19T01:05:09.528Z,"50km NE of Manley Hot Springs, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-09-15T06:03:22.480Z,33.3278333,-116.7685,13.39,1.07,ml,47,40,0.0829,0.14,ci,ci37763319,2017-09-15T17:37:15.010Z,"9km ESE of Palomar Observatory, CA",earthquake,0.15,0.34,0.164,26,reviewed,ci,ci
2017-09-15T06:02:36.648Z,61.4994,-146.3726,31.9,1.4,ml,,,,0.45,ak,ak16828558,2017-09-19T01:05:08.989Z,"41km N of Valdez, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-09-15T06:02:02.292Z,60.1603,-153.2513,135.4,1.9,ml,,,,0.28,ak,ak16852896,2017-09-19T01:05:08.442Z,"45km SW of Redoubt Volcano, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-09-15T06:00:48.220Z,38.8300018,-122.809166,1.26,1.35,md,11,140,0.02134,0.03,nc,nc72892546,2017-09-15T09:07:02.052Z,"7km W of Cobb, California",earthquake,0.29,0.67,0.02,4,automatic,nc,nc
2017-09-15T05:59:28.783Z,60.9306,-146.9297,19,1.6,ml,,,,0.45,ak,ak16828556,2017-09-19T01:05:07.959Z,"38km SW of Valdez, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-09-15T05:55:11.502Z,38.3194,-118.2919,7.4,0.7,ml,4,204.58,0.087,0.116,nn,nn00605269,2017-09-16T02:35:33.876Z,"36km SE of Hawthorne, Nevada",earthquake,,7.3,0.06,3,reviewed,nn,nn
2017-09-15T05:51:41.910Z,33.3326667,-116.1901667,10.93,1.21,ml,50,102,0.1483,0.2,ci,ci37763311,2017-09-15T17:22:59.237Z,"17km SSW of Oasis, CA",earthquake,0.23,0.46,0.173,31,reviewed,ci,ci
2017-09-15T05:39:31.264Z,60.0997,-152.8667,103.9,1.7,ml,,,,0.14,ak,ak16852894,2017-09-19T01:05:07.528Z,"43km S of Redoubt Volcano, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-09-15T05:26:56.820Z,-42.4862,-82.4676,10,4.6,mb,,210,6.506,0.79,us,us2000an3z,2017-09-15T05:50:16.040Z,"West Chile Rise",earthquake,4.6,2,0.133,17,reviewed,us,us
2017-09-15T05:19:52.064Z,57.7086,-154.4359,19.8,1.2,ml,,,,0.46,ak,ak16852893,2017-09-19T01:05:07.119Z,"33km NW of Larsen Bay, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2017-09-15T05:17:57.612Z,61.0513,-148.5365,0,1.5,ml,,,,0.89,ak,ak16828554,2017-09-19T01:05:06.718Z,"32km NNE of Whittier, Alaska",ice quake,,0,,,reviewed,ak,ak
2017-09-15T05:12:22.972Z,36.4988,-116.484,4.7,-0.3,ml,10,99.82,0.169,0.111,nn,nn00605356,2017-09-16T02:36:28.661Z,"51km SSE of Beatty, Nevada",earthquake,,7.7,0.77,5,reviewed,nn,nn
2017-09-15T05:02:56.240Z,37.641,-118.9636667,5.07,0.54,md,24,46,0.02181,0.09,nc,nc72892541,2017-09-15T18:25:02.530Z,"1km SE of Mammoth Lakes, California",earthquake,0.24,0.38,0.388,19,reviewed,nc,nc
2017-09-15T05:00:08.010Z,47.5936667,-122.7228333,26.93,0.44,ml,5,253,0.06353,0.09,uw,uw61307797,2017-09-15T20:37:44.450Z,"1km WSW of Erlands Point-Kitsap Lake, Washington",earthquake,1.28,0.99,0.049,3,reviewed,uw,uw
2017-09-15T05:00:04.059Z,61.8273,-151.9039,105.7,1.6,ml,,,,0.34,ak,ak16852891,2017-09-19T01:05:06.236Z,"98km W of Willow, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-09-15T05:00:01.330Z,37.3333333,-97.7765,5.53,1.62,ml,9,241,0.1018,0.03,ismpkansas,ismpkansas70235253,2017-09-16T02:15:36.890Z,"13km WSW of Conway Springs, Kansas",earthquake,0.51,0.61,0.109,15,reviewed,ismp,ismp
2017-09-15T04:59:32.070Z,37.415,-121.8046667,2.65,2.78,md,131,29,0.03545,0.2,nc,nc72892536,2017-09-18T01:48:39.748Z,"3km NNE of East Foothills, California",earthquake,0.12,0.25,0.191,109,reviewed,nc,nc
2017-09-15T04:53:06.404Z,60.4859,-138.7308,2.4,1.1,ml,,,,0.62,ak,ak16828322,2017-09-19T01:05:05.809Z,"73km WSW of Haines Junction, Canada",earthquake,,0.4,,,reviewed,ak,ak
2017-09-15T04:37:47.000Z,45.73,-71.42,18,2,mb_lg,,,,0.83,us,us2000anyw,2017-09-16T05:40:05.040Z,"26km S of Saint-Joseph-de-Coleraine, Canada",earthquake,1.7,2,,,reviewed,ott,ott
2017-09-15T04:19:19.970Z,37.5701667,-119.0151667,1.39,0.01,md,7,252,0.04091,0.03,nc,nc72892531,2017-09-15T19:40:03.177Z,"9km SSW of Mammoth Lakes, California",earthquake,0.72,0.97,0.055,5,reviewed,nc,nc
2017-09-15T04:19:17.240Z,38.8258324,-122.8000031,1.49,1.39,md,19,66,0.008234,0.04,nc,nc72892526,2017-09-15T07:03:05.651Z,"6km W of Cobb, California",earthquake,0.24,0.35,0.08,5,automatic,nc,nc
2017-09-15T04:16:05.816Z,60.3155,-143.0369,0.6,1.4,ml,,,,0.41,ak,ak16828321,2017-09-19T01:05:05.375Z,"43km NW of Cape Yakataga, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-09-15T04:13:40.100Z,37.5483333,-118.8825,2.26,0.34,md,12,254,0.05943,0.02,nc,nc72892521,2017-09-15T19:13:02.642Z,"13km SE of Mammoth Lakes, California",earthquake,0.85,1.6,0.185,9,reviewed,nc,nc
2017-09-15T04:11:05.290Z,34.2113333,-117.5918333,6.83,0.6,ml,17,57,0.0617,0.1,ci,ci37763295,2017-09-15T17:11:24.174Z,"10km N of Rancho Cucamonga, CA",earthquake,0.24,0.33,0.143,5,reviewed,ci,ci
2017-09-15T04:10:38.760Z,-11.9168,-76.403,10,4.3,mb,,90,0.435,1.14,us,us2000an31,2017-09-20T01:09:35.387Z,"7km S of Matucana, Peru",earthquake,5.4,2,0.178,9,reviewed,us,us
2017-09-15T03:49:29.570Z,46.8966667,-112.5293333,13.22,1.23,ml,15,106,0.027,0.1,mb,mb80255479,2017-09-15T14:49:18.160Z,"13km ESE of Lincoln, Montana",earthquake,0.28,0.56,0.072,5,reviewed,mb,mb
2017-09-15T03:49:11.856Z,59.8152,-153.1687,101.9,2,ml,,,,0.38,ak,ak16828316,2017-09-19T01:05:04.798Z,"75km W of Anchor Point, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-09-15T03:47:10.896Z,59.9738,-139.5088,0,1.7,ml,,,,0.92,ak,ak16828314,2017-09-19T01:05:04.408Z,"49km NNE of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2017-09-15T03:40:37.720Z,38.7939987,-122.730835,1.32,1.1,md,10,78,0.01137,0.04,nc,nc72892516,2017-09-15T06:35:04.555Z,"2km NE of The Geysers, California",earthquake,0.31,0.75,0.26,4,automatic,nc,nc
2017-09-15T03:39:21.700Z,33.5105,-116.7908333,4.29,0.49,ml,21,47,0.07069,0.15,ci,ci37763287,2017-09-15T13:00:07.471Z,"10km NE of Aguanga, CA",earthquake,0.22,0.6,0.193,18,reviewed,ci,ci
2017-09-15T03:39:10.290Z,40.1396667,-108.8318333,5.96,2.38,ml,10,142,0.4525,0.09,uu,uu60245937,2017-09-17T21:05:11.359Z,"6km NNW of Rangely, Colorado",earthquake,0.47,8.09,0.128,7,reviewed,uu,uu
2017-09-15T03:34:28.632Z,38.4011,-118.9033,9.6,1,ml,6,168.53,0.347,0.1169,nn,nn00605251,2017-09-16T02:35:30.074Z,"27km WSW of Hawthorne, Nevada",earthquake,,20.6,0.19,3,reviewed,nn,nn
2017-09-15T03:32:27.795Z,38.3511,-118.3247,8.5,-0.2,ml,4,176.55,0.054,0.1295,nn,nn00605250,2017-09-16T02:35:28.770Z,"32km SE of Hawthorne, Nevada",earthquake,,5.5,,,reviewed,nn,nn
2017-09-15T03:31:02.400Z,33.504,-116.7918333,4.75,0.38,ml,23,74,0.07632,0.11,ci,ci37763279,2017-09-15T17:08:52.058Z,"10km NE of Aguanga, CA",earthquake,0.17,0.88,0.076,7,reviewed,ci,ci
2017-09-15T03:08:05.110Z,46.8796667,-122.039,6.38,1.87,ml,21,78,0.07827,0.11,uw,uw61307757,2017-09-15T16:28:11.870Z,"17km E of Eatonville, Washington",earthquake,0.25,0.48,0.099,17,reviewed,uw,uw
2017-09-15T03:05:27.133Z,69.4627,-142.9539,6.4,1.7,ml,,,,0.57,ak,ak16828311,2017-09-19T01:05:03.955Z,"79km SSE of Kaktovik, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-09-15T03:05:14.175Z,60.8672,-150.2596,35.2,1.6,ml,,,,0.25,ak,ak16828309,2017-09-19T01:05:03.488Z,"43km SSW of Anchorage, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-09-15T03:01:13.211Z,60.8403,-151.9441,88.2,1.7,ml,,,,0.42,ak,ak16828078,2017-09-19T01:05:02.958Z,"39km WNW of Nikiski, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-09-15T02:58:11.701Z,63.0744,-151.6493,12.6,0.8,ml,,,,0.42,ak,ak16828077,2017-09-19T01:05:02.544Z,"114km NW of Talkeetna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-09-15T02:57:08.450Z,33.5041667,-116.7956667,5.18,0.93,ml,36,30,0.07814,0.14,ci,ci37763271,2017-09-15T18:38:29.610Z,"9km NE of Aguanga, CA",earthquake,0.16,0.77,0.135,27,reviewed,ci,ci
2017-09-15T02:50:41.180Z,53.6976,-166.211,69.7,1.6,ml,,,,0.08,ak,ak16852882,2017-09-19T01:05:02.141Z,"29km SE of Unalaska, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-09-15T02:50:22.290Z,33.4848333,-116.4091667,8.19,0.62,ml,22,123,0.04087,0.15,ci,ci37763263,2017-09-15T17:05:33.931Z,"22km SSW of La Quinta, CA",earthquake,0.27,0.68,0.054,8,reviewed,ci,ci
2017-09-15T02:50:09.027Z,65.652,-148.6311,7.5,0.7,ml,,,,0.54,ak,ak16828075,2017-09-19T01:05:01.681Z,"94km NNW of Ester, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-09-15T02:45:37.260Z,15.3472,-93.5088,76.37,4.4,mb,,173,1.934,0.94,us,us2000an1z,2017-09-15T03:04:57.040Z,"49km SW of Pijijiapan, Mexico",earthquake,7.2,10.7,0.044,152,reviewed,us,us
2017-09-15T02:40:19.830Z,33.4961667,-116.7915,2.79,0.29,ml,12,108,0.08257,0.09,ci,ci37763255,2017-09-15T13:00:40.695Z,"9km NE of Aguanga, CA",earthquake,0.27,2.44,0.166,6,reviewed,ci,ci
2017-09-15T02:23:46.873Z,40.2504,-120.8394,12.7,0.8,ml,5,278.8,0.209,0.1355,nn,nn00605253,2017-09-16T02:35:32.352Z,"15km ESE of Westwood, California",earthquake,,14.3,0,1,reviewed,nn,nn
2017-09-15T01:55:59.120Z,33.658,-116.7238333,14.3,0.61,ml,23,85,0.04312,0.11,ci,ci37763247,2017-09-15T15:40:27.235Z,"9km S of Idyllwild, CA",earthquake,0.18,0.37,0.14,9,reviewed,ci,ci
2017-09-15T01:47:02.075Z,57.979,-155.5025,3.8,0.9,ml,,,,0.35,ak,ak16852880,2017-09-19T01:05:01.271Z,"103km WNW of Larsen Bay, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2017-09-15T01:45:44.520Z,19.1976667,-155.4668333,35.437,3.04,ml,65,100,0.04227,0.11,hv,hv61908531,2017-09-16T07:10:56.197Z,"1km ESE of Pahala, Hawaii",earthquake,0.43,0.54,0.151,44,reviewed,hv,hv
2017-09-15T01:43:42.541Z,62.4253,-153.4032,2.2,1.5,ml,,,,0.42,ak,ak16827839,2017-09-19T01:05:00.811Z,"126km ESE of McGrath, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-09-15T01:38:36.220Z,34.0681667,-117.3195,18.36,1.55,ml,74,22,0.04799,0.16,ci,ci37763231,2017-09-15T15:36:40.354Z,"1km SW of Colton, CA",earthquake,0.15,0.24,0.119,56,reviewed,ci,ci
2017-09-15T01:38:20.860Z,-26.6333,-112.5689,10,5.2,mb,,78,15.857,1.01,us,us2000an15,2017-09-15T01:52:21.040Z,"Easter Island region",earthquake,13.2,1.9,0.038,231,reviewed,us,us
2017-09-15T01:36:47.990Z,18.8304,94.866,42.15,4.8,mb,,106,2.307,0.92,us,us2000an0z,2017-09-15T01:56:15.040Z,"36km W of Prome, Burma",earthquake,7.8,7.6,0.073,60,reviewed,us,us
2017-09-15T01:35:55.460Z,38.7931671,-122.7616653,1.67,0.62,md,10,80,0.02052,0.02,nc,nc72892496,2017-09-15T01:50:02.803Z,"1km NNW of The Geysers, California",earthquake,0.26,0.9,0.25,3,automatic,nc,nc
2017-09-15T01:27:18.520Z,37.4121667,-121.8138333,-0.2,1.99,md,41,31,0.03769,0.15,nc,nc72892491,2017-09-16T02:04:03.167Z,"3km N of East Foothills, California",earthquake,0.19,0.42,0.117,29,reviewed,nc,nc
2017-09-15T01:17:47.780Z,37.414,-121.8056667,-0.21,3.29,ml,150,29,0.03653,0.18,nc,nc72892486,2017-09-20T14:32:22.960Z,"3km NNE of East Foothills, California",earthquake,0.1,0.42,0.139,63,reviewed,nc,nc
2017-09-15T01:16:33.040Z,45.9508333,-119.2608333,-0.29,1.35,ml,7,164,0.2293,0.09,uw,uw61307737,2017-09-15T20:32:17.130Z,"7km ENE of Umatilla, Oregon",explosion,0.42,31.61,0.228,7,reviewed,uw,uw
2017-09-15T01:13:07.460Z,37.2136,-97.5868,5,2.7,mb_lg,,94,0.03,0.33,us,us2000an0d,2017-09-15T12:40:57.492Z,"19km WSW of Wellington, Kansas",earthquake,1.1,1.8,0.147,12,reviewed,us,us
2017-09-15T01:11:08.680Z,15.6978,-94.4079,35,4.3,mb,,201,2.826,0.76,us,us2000an0g,2017-09-15T01:48:25.040Z,"64km SSE of San Francisco del Mar, Mexico",earthquake,8.3,2,0.053,101,reviewed,us,us
2017-09-15T01:08:36.510Z,33.6953333,-116.7393333,17.07,0.77,ml,24,123,0.02626,0.08,ci,ci37763215,2017-09-15T16:45:47.710Z,"5km SSW of Idyllwild, CA",earthquake,0.2,0.3,0.112,20,reviewed,ci,ci
2017-09-15T00:56:40.881Z,64.3159,-149.7,3.6,1.3,ml,,,,0.56,ak,ak16827837,2017-09-19T01:05:00.337Z,"40km SW of North Nenana, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-09-15T00:56:02.050Z,44.7806667,-110.9066667,6.31,0.54,md,10,177,0.04073,0.11,uu,uu60245892,2017-09-15T14:35:09.030Z,"20km NE of West Yellowstone, Montana",earthquake,0.53,1.01,0.337,7,reviewed,uu,uu
2017-09-15T00:50:59.559Z,60.4817,-138.7065,6.7,0.8,ml,,,,0.54,ak,ak16852877,2017-09-19T01:04:59.913Z,"72km WSW of Haines Junction, Canada",earthquake,,0.4,,,reviewed,ak,ak
2017-09-15T00:38:41.800Z,33.6516667,-116.7296667,14.16,1.36,ml,50,35,0.04966,0.13,ci,ci37763199,2017-09-15T15:28:30.980Z,"10km S of Idyllwild, CA",earthquake,0.13,0.21,0.201,38,reviewed,ci,ci
2017-09-15T00:34:47.392Z,64.6765,-149.746,17.8,0.2,ml,,,,0.47,ak,ak16827836,2017-09-19T01:04:59.490Z,"32km WNW of North Nenana, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-09-15T00:07:34.870Z,-31.912,-67.3134,136.67,4.1,mb,,67,1.224,1.1,us,us2000amzk,2017-09-17T04:46:55.040Z,"91km SW of Chepes, Argentina",earthquake,9.2,15.1,0.174,9,reviewed,us,us
2017-09-15T00:01:15.313Z,60.0741,-139.4927,0,1.1,ml,,,,0.74,ak,ak16827738,2017-09-19T01:04:59.061Z,"60km NNE of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2017-09-14T23:52:19.350Z,47.8351667,-121.6771667,-0.74,1.13,ml,6,111,0.06933,0.16,uw,uw61307717,2017-09-15T20:28:38.850Z,"2km SSE of Gold Bar, Washington",explosion,0.69,31.61,0.017,5,reviewed,uw,uw
2017-09-14T23:44:56.710Z,37.4483333,-118.8281667,11.34,1.21,md,34,124,0.09339,0.04,nc,nc72892476,2017-09-15T18:45:04.580Z,"25km SSE of Mammoth Lakes, California",earthquake,0.33,0.76,0.284,27,reviewed,nc,nc
2017-09-14T23:42:53.787Z,54.0704,-163.6213,37.5,2.4,ml,,,,0.37,ak,ak16827737,2017-09-19T23:33:47.586Z,"87km S of False Pass, Alaska",earthquake,,2.6,,,reviewed,ak,ak
2017-09-14T23:32:49.130Z,15.2225,-93.671,53.79,4.1,mb,,189,2.032,1.02,us,us2000amz3,2017-09-17T05:07:50.040Z,"71km SW of Pijijiapan, Mexico",earthquake,9.7,13.5,0.055,92,reviewed,us,us
2017-09-14T23:26:30.399Z,63.1016,-151.5118,11.5,0.9,ml,,,,0.49,ak,ak16827385,2017-09-19T23:33:47.061Z,"112km NW of Talkeetna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-09-14T23:22:26.810Z,37.4178333,-121.8125,0.06,1.83,md,31,46,0.03386,0.09,nc,nc72892466,2017-09-16T01:36:02.833Z,"4km N of East Foothills, California",earthquake,0.15,0.4,0.21,24,reviewed,nc,nc
2017-09-14T23:16:03.793Z,63.0381,-150.5301,100.7,2.1,ml,,,,0.34,ak,ak16827381,2017-09-19T23:33:46.162Z,"82km NNW of Talkeetna, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-09-14T23:12:53.570Z,38.8176651,-122.7886658,0.99,0.87,md,11,74,0.007631,0.02,nc,nc72892461,2017-09-14T23:48:02.849Z,"5km W of Cobb, California",earthquake,0.34,0.37,0.1,6,automatic,nc,nc
2017-09-14T23:06:50.000Z,-15.3348,-172.7418,10,4.7,mb,,63,1.697,1.24,us,us2000amyn,2017-09-17T23:01:31.040Z,"127km ENE of Hihifo, Tonga",earthquake,6.1,1.2,0.087,40,reviewed,us,us
2017-09-14T23:05:16.610Z,38.8214989,-122.8421631,2.11,1.45,md,20,80,0.005801,0.03,nc,nc72892451,2017-09-15T01:33:03.725Z,"8km WNW of The Geysers, California",earthquake,0.24,0.37,0.12,8,automatic,nc,nc
2017-09-14T23:04:02.693Z,59.9169,-139.6605,0,1.7,ml,,,,0.86,ak,ak16827378,2017-09-19T23:33:45.598Z,"41km N of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2017-09-14T23:03:43.593Z,64.993,-147.3686,0,1.4,ml,,,,0.49,ak,ak16827376,2017-09-19T23:33:45.049Z,"22km NNE of Badger, Alaska",explosion,,0,,,reviewed,ak,ak
2017-09-14T23:01:22.241Z,53.899,-166.6864,6.5,0.2,ml,,,,0.43,ak,ak16827375,2017-09-19T23:33:44.516Z,"9km W of Dutch Harbor, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-09-14T22:54:34.020Z,37.2036667,-97.8876667,6.13,1.58,ml,9,88,0.04997,0.03,ismpkansas,ismpkansas70235238,2017-09-16T02:06:43.560Z,"13km ENE of Anthony, Kansas",earthquake,0.23,0.61,0.143,14,reviewed,ismp,ismp
2017-09-14T22:48:44.646Z,60.031,-139.3648,0,1.9,ml,,,,0.91,ak,ak16827373,2017-09-19T23:33:44.010Z,"57km NNE of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2017-09-14T22:44:36.761Z,61.0185,-147.7478,13.6,1.2,ml,,,,0.34,ak,ak16827371,2017-09-19T23:33:43.502Z,"57km ENE of Whittier, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-09-14T22:39:53.410Z,33.9698333,-116.921,1.95,0.71,ml,19,98,0.06919,0.15,ci,ci37763159,2017-09-14T23:40:32.718Z,"6km NW of Banning, CA",earthquake,0.25,0.46,0.219,10,reviewed,ci,ci
2017-09-14T22:34:16.870Z,33.5086667,-116.7945,5.7,0.39,ml,18,73,0.07406,0.08,ci,ci37763151,2017-09-14T23:37:43.671Z,"10km NE of Aguanga, CA",earthquake,0.22,0.7,0.116,10,reviewed,ci,ci
2017-09-14T22:32:29.030Z,63.081,-147.6767,9.4,0.9,ml,,,,0.24,ak,ak16827257,2017-09-19T23:33:42.999Z,"72km ESE of Cantwell, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2017-09-14T22:30:06.900Z,15.3544,-93.2168,35,4,mb,,201,1.654,1.12,us,us2000amx5,2017-09-17T23:11:10.040Z,"35km WSW of Mapastepec, Mexico",earthquake,10.3,2,0.102,26,reviewed,us,us
2017-09-14T22:29:14.464Z,63.1558,-148.3995,72,0.8,ml,,,,0.37,ak,ak16827255,2017-09-19T23:33:42.431Z,"38km SE of Cantwell, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-09-14T22:27:57.100Z,37.4343333,-118.4548333,10.05,2.04,md,22,124,0.02123,0.07,nc,nc72892426,2017-09-15T06:30:46.711Z,"6km NNW of Dixon Lane-Meadow Creek, California",earthquake,1.46,2.04,0.27,22,reviewed,nc,nc
2017-09-14T22:25:25.219Z,56.1589,-158.0714,10.1,1.9,ml,,,,0.32,ak,ak16861216,2017-09-19T23:33:41.905Z,"44km ESE of Chignik Lake, Alaska",earthquake,,1.8,,,reviewed,ak,ak
2017-09-14T22:25:23.919Z,61.1472,-140.0766,0.6,2,ml,,,,0.68,ak,ak16827036,2017-09-19T23:33:41.285Z,"145km WNW of Haines Junction, Canada",earthquake,,0.2,,,reviewed,ak,ak
2017-09-14T22:21:01.920Z,-13.8345,170.1022,10,5.2,mww,,58,7.425,0.67,us,us2000amww,2017-09-17T23:30:20.040Z,"275km E of Sola, Vanuatu",earthquake,9.1,1.8,0.075,17,reviewed,us,us
2017-09-14T22:18:43.820Z,34.0111667,-116.866,16.92,1.49,ml,53,25,0.05395,0.14,ci,ci37763135,2017-09-14T23:36:09.150Z,"10km N of Banning, CA",earthquake,0.16,0.38,0.221,22,reviewed,ci,ci
2017-09-14T22:16:25.689Z,38.8648,-118.0155,4.3,2.2,ml,9,71.38,0.195,0.1602,nn,nn00605229,2017-09-14T22:39:41.556Z,"8km W of Gabbs, Nevada",earthquake,,2,0.52,6,reviewed,nn,nn
2017-09-14T22:01:50.560Z,38.7988319,-122.7776642,3.05,0.51,md,8,87,0.009801,0.01,nc,nc72892406,2017-09-14T22:39:03.664Z,"3km NW of The Geysers, California",earthquake,0.42,0.99,0.07,4,automatic,nc,nc
2017-09-14T21:53:32.270Z,19.7080002,-155.0126648,2.82,2.43,ml,8,272,0.01456,0.14,hv,hv61908231,2017-09-14T22:06:32.960Z,"8km ESE of Hilo, Hawaii",earthquake,2.27,0.58,0.23,7,automatic,hv,hv
2017-09-14T21:43:57.900Z,38.7466667,-112.738,7.72,1.37,ml,10,125,0.246,0.16,uu,uu60245817,2017-09-15T15:17:24.760Z,"43km SW of Fillmore, Utah",earthquake,0.84,2.73,0.22,2,reviewed,uu,uu
2017-09-14T21:42:39.700Z,32.8448333,-116.1986667,15.18,0.79,ml,9,100,0.1005,0.09,ci,ci37763119,2017-09-14T22:03:38.157Z,"23km WNW of Ocotillo, CA",earthquake,0.3,0.6,0.148,6,reviewed,ci,ci
2017-09-14T21:37:32.822Z,59.9712,-139.4453,0,1.7,ml,,,,0.87,ak,ak16827032,2017-09-19T23:33:40.820Z,"49km NNE of Yakutat, Alaska",ice quake,,0,,,reviewed,ak,ak
2017-09-14T21:30:22.002Z,53.6195,-164.6154,25.6,2.3,ml,,,,0.49,ak,ak16827035,2017-09-19T23:33:40.296Z,"95km SE of Akutan, Alaska",earthquake,,3,,,reviewed,ak,ak
2017-09-14T21:15:54.820Z,18.9605,-67.8618,5,3.03,md,13,322,0.6916,0.42,pr,pr2017257005,2017-09-18T04:11:20.040Z,"79km ENE of Punta Cana, Dominican Republic",earthquake,2.58,31.61,0.37,13,reviewed,pr,pr
2017-09-14T21:15:25.028Z,61.2026,-140.6629,1.8,0.8,ml,,,,0.51,ak,ak16827028,2017-09-19T23:33:39.836Z,"159km NE of Cape Yakataga, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-09-14T21:13:09.090Z,37.3761,-98.1851,9.37,2.8,mb_lg,,124,0.168,0.2,us,us2000amub,2017-09-19T13:14:38.805Z,"17km NW of Harper, Kansas",earthquake,1.7,7.2,0.069,55,reviewed,us,us
2017-09-14T21:12:04.180Z,37.849,-121.993,7.27,1.71,md,25,78,0.03722,0.12,nc,nc72892386,2017-09-15T05:06:02.314Z,"3km NNE of Danville, California",earthquake,0.29,0.62,0.223,21,reviewed,nc,nc
2017-09-14T21:10:20.600Z,49.4855,-120.5163333,-1.5,1.91,ml,8,296,0.9906,0.42,uw,uw61307597,2017-09-15T20:24:50.690Z,"3km N of Princeton, Canada",explosion,17.42,31.61,0.111,4,reviewed,uw,uw
2017-09-14T21:00:12.693Z,64.0866,-148.9235,5.1,2.6,ml,,,,1.07,ak,ak16827021,2017-09-18T03:27:21.040Z,"25km N of Healy, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-09-14T20:43:29.880Z,18.7848,-67.5351,5,3.1,md,14,216,0.4042,0.47,pr,pr2017257004,2017-09-14T22:22:01.249Z,"56km NW of Aguadilla, Puerto Rico",earthquake,2.23,31.61,0.32,14,reviewed,pr,pr
2017-09-14T20:40:54.690Z,46.8785,-122.0381667,6.64,2.41,ml,36,65,0.07892,0.12,uw,uw61307587,2017-09-14T20:58:29.270Z,"17km E of Eatonville, Washington",earthquake,0.16,0.33,0.172,24,reviewed,uw,uw
2017-09-14T20:40:34.220Z,33.8526667,-117.4846667,-0.55,1.09,ml,32,57,0.04822,0.25,ci,ci37763103,2017-09-14T21:16:19.624Z,"4km SE of Home Gardens, CA",quarry blast,0.44,31.61,0.072,15,reviewed,ci,ci
